chromatic_A,fifths_A,entropy,display_year
0.009751436410609765,0.03154372888189882,1.9743531707632649,1361.0
0.00909651549639899,0.02803202744948433,1.9646209550481712,1361.0
0.011100579846579858,0.030133809762610476,2.0227857886094127,1361.0
0.010518422067901241,0.03082368827160494,2.0809780171439423,1361.0
0.00966470613893929,0.03178342004218141,2.034422641199898,1370.0
0.011637564680053492,0.02914789826163272,2.033074348006034,1370.0
0.016217712906926154,0.022141133657687596,1.9435788266597256,1377.0
0.00807387037495602,0.032956900259354355,1.9343907573743855,1377.0
0.011306269253721716,0.029975322978661637,2.14274401905397,1377.0
0.013065476190476193,0.027895408163265308,2.1857297188048537,1377.0
0.008691406250000006,0.032314453124999996,2.036210044497239,1436.0
0.00912995656048118,0.033192247716640685,1.9070540937065803,1436.0
0.009832404545031589,0.03462536574270324,1.9655147343320993,1436.0
0.010909662844233461,0.031699505276101686,2.06104595293553,1436.0
0.007599107237751096,0.031817940269954305,1.9020853287039114,1436.0
0.00909420387124487,0.03224918789766168,2.0583071192405398,1436.0
0.01156374790749002,0.030228001758175978,2.1694675713532643,1436.0
0.00798445865556217,0.03305324211778704,1.9049753470194153,1436.0
0.007486992715920921,0.03408428720083248,2.0014580917765614,1440.0
0.007003390093680454,0.03471287718027018,1.851623034584638,1440.0
0.009094021327428474,0.032384476429112526,2.070161916421361,1440.0
0.010360266555601839,0.031673000832986256,2.0001865230381677,1440.0
0.009590337512415439,0.0323222953093083,2.0542412336765543,1445.0
0.010261212132973672,0.03131731646257447,2.0803482527242094,1445.0
0.009302685950413227,0.031725206611570245,2.0447019927061323,1445.0
0.008793603018800123,0.03251274679364794,2.0303050564973018,1450.0
0.010716287192586901,0.029920238762397525,2.0584533102621996,1450.0
0.00773973501246229,0.03341391653079965,1.9583098129594552,1460.0
0.006782174050981232,0.03497432809535834,1.9062972561934608,1472.0
0.007450684401928617,0.0380943853771114,1.6890804693913075,1474.0
0.009035008299381322,0.03270081987827574,2.055542140462845,1474.0
0.007449060855039533,0.034135863618411255,1.959574650010766,1474.0
0.00816878839792061,0.034255375708884685,2.0265631155834583,1474.0
0.007336398100907034,0.033843094529478444,1.9320457461218894,1474.0
0.009732734832498853,0.03340121614703642,1.9511169015240988,1474.0
0.007169481367148055,0.034560471588903206,1.980656205058259,1474.0
0.007686142136610672,0.0333283373952482,1.961713314929471,1474.0
0.009732734832498853,0.03340121614703642,1.9511169015240988,1474.0
0.009289319349379412,0.03208087967847728,2.0706986192232217,1474.0
0.010357418842809512,0.03212174796889467,1.9531296511659546,1474.0
0.008148942990165543,0.033626481705010675,2.021982713801515,1474.0
0.009218286859564504,0.031679937699593715,2.017835247415688,1474.0
0.009325396825396827,0.03304988662131518,2.0411408270247233,1474.0
0.008247387473533235,0.033226628944755504,2.020353742261229,1474.0
0.009131171471925346,0.03316336479506276,1.9767575480241926,1474.0
0.008005919259366785,0.033449057273269786,2.0121852718641087,1474.0
0.008644738147193022,0.03253322753421939,2.030802220419128,1474.0
0.009593089790922393,0.031356665903730756,2.0515921359260796,1474.0
0.011058557255281546,0.03117010615688915,2.122482520211695,1474.0
0.0075078957020067155,0.03433739234402498,1.9937325759037403,1474.0
0.008398112990725357,0.032835625260355564,2.026738056210052,1474.0
0.009353168925174652,0.030138719383890254,2.033761357722483,1474.0
0.009584760531218078,0.03105282134487111,1.9914288193544818,1474.0
0.010956607495069031,0.03196416831032216,2.090839552613531,1474.0
0.007199200593498768,0.03386500931126891,1.960794689092965,1474.0
0.010139199175116,0.0328117920917371,2.0346545297962324,1474.0
0.008771689372550101,0.031057262684685186,1.9383951137839213,1474.0
0.009544089265066686,0.031392787021165734,2.0489347413817365,1474.0
0.008519538822569126,0.032885674931129476,1.9412371260365373,1474.0
0.00870932000309207,0.03312375995258832,2.0397588112285088,1474.0
0.008654336734693888,0.03317920918367347,1.9976361197681902,1474.0
0.008663709816776553,0.031553550576271544,2.0225368127557775,1474.0
0.00519748437750361,0.036142044544143576,1.8576361942584207,1474.0
0.011637564680053492,0.02914789826163272,2.033074348006034,1474.0
0.008493750000000003,0.033400000000000006,1.9784954065431613,1474.0
0.009642496422860036,0.03269926773840587,2.0286085402511556,1474.0
0.007687553117515263,0.0340669529033896,1.9618167493725314,1474.0
0.009200780039965016,0.03291897053984866,2.0521112600413334,1474.0
0.010380283749195187,0.03259197573401138,1.9473698834238684,1474.0
0.010744139865018985,0.03102819036884971,2.066603349820419,1474.0
0.008174731621229421,0.03301884819819254,1.9803816751096779,1474.0
0.008902479338842981,0.032166942148760334,1.9905182630539349,1474.0
0.011509530560806558,0.03132876496534342,1.9792128516049752,1474.0
0.012168093283256182,0.029058214691239412,1.9834985887027254,1474.0
0.010777851434438351,0.03208731073503705,2.074408639874588,1474.0
0.010251043218076187,0.032188812408592636,1.9571971389583254,1474.0
0.013058409951325047,0.026637371552190377,2.024261663854181,1475.0
0.009530277522701767,0.03182710947862463,2.0194076438587483,1475.0
0.008442654145784524,0.032665563141653184,1.9622492105983476,1475.0
0.00960693164260217,0.03215741382066173,1.9973299725487785,1475.0
0.011230656478277588,0.029479346885813145,2.003545496654353,1475.0
0.009113264197167022,0.03285195896037872,1.9574868730599158,1475.0
0.008223453990649759,0.0321642031298116,1.9684140621332293,1475.0
0.010360032466695876,0.03196262464892164,2.0004246997910515,1475.0
0.01208808489324279,0.027825018346165936,1.9994637816698446,1475.0
0.00965593992275248,0.03315985373472117,1.9934213410618737,1475.0
0.010339207812809847,0.031242770506973362,1.9631197227955706,1475.0
0.011491851991775714,0.029647779368066205,2.0779277533018212,1475.0
0.010977907703686753,0.0316855832137291,2.0178729781558404,1475.0
0.011307337805531082,0.03135844060564408,2.0042990285559847,1475.0
0.01067459109504117,0.03129431505171172,2.0136092257572336,1475.0
0.009667408313560649,0.03045952003678131,2.0595519874352135,1475.0
0.0105177212056819,0.028915055327831743,1.9729514353564273,1475.0
0.011923819130739885,0.029582035875619493,1.998243804525845,1475.0
0.010287814670138897,0.03075154622395834,1.9940691207264392,1475.0
0.010866026130558076,0.029940031138816367,1.994622017128155,1480.0
0.00886981335514575,0.031317389202855435,1.890419811705988,1480.0
0.010801676812927036,0.028912610513368804,1.9901050155309241,1480.0
0.01067459109504117,0.03129431505171172,2.0136092257572336,1480.0
0.010684274558623811,0.029842406066093247,2.030157760266353,1480.0
0.009747164461247645,0.03137471119512708,1.9303145184178307,1485.0
0.00707100591715977,0.0334319526627219,1.9208876433672752,1485.0
0.012869853823882508,0.03094767318692183,1.8606910184670897,1485.0
0.00978436813504452,0.03144872239565268,1.9324205344442948,1485.0
0.007397299626544101,0.03237216317150244,1.8513198114363103,1485.0
0.0071553048204158805,0.032667769376181474,1.9235583044602624,1485.0
0.0070730800432666375,0.032035897782585185,1.9251827158640056,1485.0
0.009132000000000006,0.03231200000000001,1.9191796607862088,1485.0
0.010910948741636575,0.03125612384871644,1.9049391615065223,1485.0
0.009163237311385464,0.031838134430727014,1.8935841570198648,1485.0
0.010818488615489777,0.029785552565252674,1.894412223465466,1485.0
0.009520052596975678,0.0315318869165023,1.9602526174119146,1485.0
0.009002685546875007,0.03038406372070313,1.9321609233566832,1485.0
0.009130811350391224,0.03135596952481614,1.9161225566772158,1485.0
0.009751237773215805,0.03254437869822486,1.9244074320010178,1485.0
0.007613291055621618,0.028413594926674605,1.9242398707013826,1485.0
0.008495370370370372,0.03238425925925925,1.9379747166011043,1485.0
0.007696280991735541,0.0327995867768595,1.927514750139868,1485.0
0.009138695987654329,0.03144290123456791,1.9332820473403705,1485.0
0.010216049382716055,0.0317283950617284,1.9053810752741305,1485.0
0.009041815299246938,0.030956863522261867,1.908447048070803,1485.0
0.008836291913214996,0.029572649572649577,1.8875780150019819,1485.0
0.009081790123456798,0.032322530864197535,1.9035213197759262,1485.0
0.01034057706355004,0.03346420745069394,1.8820302691616555,1485.0
0.01060258937609889,0.030182748148542816,1.8790831501850087,1485.0
0.01043833511365979,0.03161016472704785,1.9278067809297013,1485.0
0.012819560047562439,0.030618311533888234,1.865407761097189,1485.0
0.008700253618352055,0.03189298449686315,1.9387039574516822,1485.0
0.008163265306122455,0.03282312925170068,1.9045284860128586,1485.0
0.009500019289379276,0.03152849041317851,1.9490353501776645,1485.0
