,0,1,2,3,4,5,6,7,8,9,10,11,chromatic_A,fifths_A,entropy
0,0.040161549010153515,0.0,0.2861099996922204,0.008973425119434835,0.3002814454601098,0.04344906908693828,0.05854612730362993,0.07080821241665812,0.0,0.08721731488036057,0.03485409634804868,0.06959876068244573,0.0083147717465332,0.0256980668463828,1.895814707795396
1,0.2304940470190294,0.00922572046190204,0.04943410279672483,0.022234915941444763,0.20489846891345564,0.055807096535734804,0.02608223289987932,0.1879809146198049,0.01581656082344907,0.11305735694365132,0.0014658445616746432,0.08350273848324925,0.012581831835517124,0.028594666640518913,2.038863904850358
2,0.09786679102142516,0.012477869496141191,0.36637415036024484,0.0,0.14650444023199452,0.10915561907876532,3.028119114093032e-05,0.06667110790803393,0.0,0.159965439067178,0.029752279669006367,0.011202021976069806,0.006994693277576752,0.03214162712807219,1.8021364018003376
3,0.40315086898106395,0.00020370129588698883,0.03601612274086554,0.18829801066181187,0.021900056342911332,0.03889394530403456,0.021410306418757852,0.10777532180470624,0.09357690807437208,0.02531963767173724,0.0474754041520386,0.015979716551813745,0.00896113216787693,0.023399948576285134,1.8599928143762827
4,0.1082112584875266,0.00011667996567350767,0.20282365516929907,0.10386963460351392,0.0012458409238042271,0.025044790051339198,0.013758826274822687,0.3476460757892834,0.0006436217461344996,0.04326944791556889,0.15317632977522158,0.00019383929781243727,0.008330507594820426,0.03487206249980631,1.7571050512293647
5,0.1969272563740159,0.019379944565796017,0.07173039152701034,0.1341067200205583,0.06622735365920812,0.16831439637291423,0.015312322179188348,0.13279612327685908,0.06334183813946656,0.03598817893133139,0.07026927807044908,0.025606196883202714,0.01488180193645582,0.026786237092491942,2.2415155471276114
6,0.00042017767010604914,0.09197847424521839,0.21366825654395927,8.790327826487112e-05,0.06793692763977928,5.274196695892536e-06,0.1515575581875758,0.0958444604233069,0.004203534766625571,0.20112797486669456,0.012517426824915984,0.16065203135685752,0.010021945675850748,0.03168707790656369,1.9409630132715627
7,0.24390583001204916,0.0069360768684154,0.11989062934470304,0.09398461395866176,0.006797046374393709,0.154246609200729,0.0110760960237279,0.13808817622887506,0.030370439027404366,0.08400531405443815,0.08037507337720515,0.030324095529397237,0.010511724297907043,0.03053387370364599,2.123516936678961
8,0.40342622965237,0.00020666426291230774,0.034038043812824104,0.19103692694637806,0.020547704267836437,0.03945968288028352,0.02047295336423412,0.10934298352841662,0.09515350317911016,0.0240258198415276,0.04816596459445349,0.014123523669653516,0.008650336607995497,0.023736840938436393,1.8479119276614873
9,0.41513820337708707,0.0003997852603236287,0.03438480641854657,0.21973887448585155,0.0,0.014262269771843734,0.0035859403483499068,0.2123264125621028,0.045152824250559664,0.011766101431696532,0.04057739251549686,0.0026673895781413994,0.005089835870314559,0.03030425835077994,1.5647672750864392
10,0.06608471712215243,0.025387515029408874,0.2696072856075143,0.0,0.18217674584863305,0.032642251324212716,0.06926526500503678,0.11038085334546506,0.010195626035810583,0.14175575991940964,0.01719445617911802,0.07530952458323832,0.008913849226154645,0.03119216774730882,2.064618846962247
11,0.19653551419924026,0.0013909459720522722,0.04756262476656591,0.028037864640350182,0.11886148496361648,0.2487217464099425,0.026350698692768404,0.09042436731276961,0.04283598428746227,0.10283984802627331,0.03626762830832641,0.06017129242063234,0.017380590850151135,0.027035597547833357,2.1446027882593555
12,0.0685324834041608,0.015470932977807408,0.24139655028747656,0.010596339193956035,0.10186998305696732,0.16251423492486736,0.00048607060522734216,0.12349318112379527,7.985445657306325e-05,0.2234883204177427,0.05156861928172652,0.0005034302696997452,0.009184939186199897,0.033778972843397065,1.9217872186903149
13,0.2739365764252169,0.0,0.10590324181908432,0.011984993699644808,0.13476555042193306,0.08242010004200243,0.0,0.15534193745465655,0.030938561991675946,0.09829508572301346,0.05949062583527422,0.04692332658749831,0.010833029635671588,0.02938753935031907,2.057575845579766
14,0.19653551419924026,0.0013909459720522722,0.04756262476656591,0.028037864640350182,0.11886148496361648,0.2487217464099425,0.026350698692768404,0.09042436731276961,0.04283598428746227,0.10283984802627331,0.03626762830832641,0.06017129242063234,0.017380590850151135,0.027035597547833357,2.1446027882593555
